mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=150.111710935	met67123	2-trans-4-trans-7-cis-Decatrienal	HMDB0032213	Endogenous|Food	Organooxygen compounds	Membrane	150.10446507	C10H14O
m/z=150.111710935	met23861	2,5-Diethyl-3-methylpyrazine	HMDB0036132	Food	Organoheterocyclic compounds	Extracellular|Cytoplasm	150.11569846	C9H14N2
m/z=150.111710935	met70912	(-)-Pinocarvone	HMDB0035761	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met14063	Carvone	HMDB0035824	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met33207	1-Methoxy-4-propylbenzene	HMDB0032626	Endogenous|Food	Organic compounds	Membrane	150.10446507	C10H14O
m/z=150.111710935	met9068	2-Methyl-3-(2-methylpropyl)pyrazine	HMDB0036174	Food	Organic compounds	Cytoplasm|Extracellular	150.11569846	C9H14N2
m/z=150.111710935	met54135	2,3-Diethyl-5-methylpyrazine	HMDB0041345	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	150.11569846	C9H14N2
m/z=150.111710935	met47923	Myrtenal	HMDB0035250	Food	Organic compounds	Membrane	150.10446507	C10H14O
m/z=150.111710935	met42512	Linden ether	HMDB0037561	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met21662	(R)-Menthofuran	HMDB0036089	Food	Organic compounds	Membrane	150.10446507	C10H14O
m/z=150.111710935	met20660	(+)-(S)-Carvone	HMDB0004487	Endogenous|Food	Organic compounds	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met60320	3,5-Diethyl-2-methylpyrazine	HMDB0032946	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	150.11569846	C9H14N2
m/z=150.111710935	met42001	4-Phenyl-2-butanol	HMDB0031613	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	150.10446507	C10H14O
m/z=150.111710935	met6646	2,5-Dimethyl-3-propylpyrazine	HMDB0031841	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	150.11569846	C9H14N2
m/z=150.111710935	met16768	Cuminyl alcohol	HMDB0031817	Endogenous|Food	Organic compounds	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met5883	3,5-Dimethyl-2-propylpyrazine	HMDB0039995	Food	Organic compounds	Cytoplasm|Extracellular	150.11569846	C9H14N2
m/z=150.111710935	met69948	2,3-Dimethyl-5-propylpyrazine	HMDB0039996	Food	Organic compounds	Cytoplasm|Extracellular	150.11569846	C9H14N2
m/z=150.111710935	met65110	1-Acetyl-4-isopropenylcyclopentene	HMDB0036070	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met60053	5-Isopropyl-2-methylphenol	HMDB0035770	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met57271	2-Methyl-1-phenyl-2-propanol	HMDB0031570	Endogenous|Food	Benzenoids	Extracellular|Cytoplasm	150.10446507	C10H14O
m/z=150.111710935	met9992	2-(4-Methylphenyl)-2-propanol	HMDB0029652	Endogenous|Food	Benzenoids	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met38776	2-(4-Methylphenyl)-1-propanol	HMDB0034846	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met65809	Safranal	HMDB0036061	Endogenous|Food	Hydrocarbon derivatives	Extracellular|Membrane	150.10446507	C10H14O
m/z=154.033814345	met21843	3,5-Dihydroxybenzoic acid	HMDB0013677	Endogenous	Organic compounds	NULL	154.02660867	C7H6O4
m/z=154.033814345	met28823	2,4-Dihydroxybenzoic acid	HMDB0029666	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	154.02660867	C7H6O4
m/z=154.033814345	met19329	Gentisic acid	HMDB0000152	Endogenous	Benzenoids	Cytoplasm	154.02660867	C7H6O4
m/z=154.033814345	met6604	2,6-Dihydroxybenzoic acid	HMDB0013676	Endogenous	Benzenoids	Membrane (predicted from logP)	154.02660867	C7H6O4
m/z=154.033814345	met38616	2-Pyrocatechuic acid	HMDB0000397	Endogenous	Benzenoids	NULL	154.02660867	C7H6O4
m/z=154.033814345	met47075	Diethylphosphate	HMDB0012209	Endogenous	Organic compounds	NULL	154.03949535	C4H11O4P
m/z=154.033814345	met12690	1-Phenyl-2,4-pentadiyn-1-one	HMDB0032945	Food	Organic compounds	Cytoplasm|Extracellular	154.04186481	C11H6O
m/z=154.033814345	met64580	Protocatechuic acid	HMDB0001856	Food	Benzenoids	NULL	154.02660867	C7H6O4
m/z=154.033814345	met21496	Patulin	HMDB0034299	Food|Toxin	Organic compounds	Cytoplasm|Extracellular	154.02660868	C7H6O4
m/z=156.064931882	met22560	3-Indoleacetonitrile	HMDB0006524	Endogenous|Microbial	Organic compounds	Mitochondria	156.06874827	C10H8N2
m/z=156.064931882	met18298	2-[(Isopropylthio)methyl]furan	HMDB0036181	Food	Organic compounds	Membrane	156.0608857	C8H12OS
m/z=157.068222979	met26039	3-Methylcrotonylglycine	HMDB0000459	Endogenous	Organic compounds	Cytoplasm	157.07389322	C7H11NO3
m/z=157.068222979	met34244	Tiglylglycine	HMDB0000959	Endogenous	Organic compounds	Cytoplasm	157.07389322	C7H11NO3
m/z=158.028722644	met9529	2-Methylene-4-oxopentanedioic acid	HMDB0037759	Food	Organic compounds	Cytoplasm|Extracellular	158.0215233	C6H6O5
m/z=158.028722644	met74508	Zymonic acid	HMDB0031210	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	158.0215233	C6H6O5
m/z=158.028722644	met12098	L-Dihydroorotic acid	HMDB0003349	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	158.03275669	C5H6N2O4
m/z=158.028722644	met42515	4,5-Dihydroorotic acid	HMDB0000528	Endogenous	Organic acids and derivatives	Cytoplasm	158.03275669	C5H6N2O4
m/z=158.028900543	met9529	2-Methylene-4-oxopentanedioic acid	HMDB0037759	Food	Organic compounds	Cytoplasm|Extracellular	158.0215233	C6H6O5
m/z=158.028900543	met74508	Zymonic acid	HMDB0031210	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	158.0215233	C6H6O5
m/z=158.028900543	met12098	L-Dihydroorotic acid	HMDB0003349	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	158.03275669	C5H6N2O4
m/z=158.028900543	met42515	4,5-Dihydroorotic acid	HMDB0000528	Endogenous	Organic acids and derivatives	Cytoplasm	158.03275669	C5H6N2O4
m/z=158.080426652	met62482	S-Isopropyl 3-methylbut-2-enethioate	HMDB0032354	Endogenous|Food	Lipids and lipid-like molecules	Membrane	158.07653576	C8H14OS
m/z=158.080426652	met11924	2-Methoxynaphthalene	HMDB0032861	Food	Organic compounds	Membrane	158.07316494	C11H10O
m/z=159.133159301	met8961	DL-2-Aminooctanoic acid	HMDB0000991	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	159.12592879	C8H17NO2
m/z=160.13644139	met18568	1,1-Dimethoxyheptane	HMDB0040432	Endogenous|Food	Organooxygen compounds	Extracellular|Membrane	160.14632988	C9H20O2
m/z=160.13644139	met24723	1,1-Diethoxypentane	HMDB0038393	Endogenous|Food	Organic compounds	Extracellular|Membrane	160.14632988	C9H20O2
m/z=160.13644139	met18012	xi-1-Ethoxy-1-pentyloxyethane	HMDB0037634	Food	Organic compounds	Membrane	160.14632988	C9H20O2
m/z=160.13644139	met69211	Propionylcholine	HMDB0013305	Endogenous	Organic compounds	NULL	160.13375383	C8H18NO2
m/z=160.132410822	met69211	Propionylcholine	HMDB0013305	Endogenous	Organic compounds	NULL	160.13375383	C8H18NO2
m/z=161.112303738	met6532	Nicotine imine	HMDB0001010	Drug metabolite|Endogenous	Organic compounds	Cytoplasm	161.10787343	C10H13N2
m/z=161.112303738	met45388	5,6,7,8-Tetrahydro-2,4-dimethylquinoline	HMDB0029708	Endogenous|Food	Organic compounds	Membrane	161.12044948	C11H15N
m/z=161.112303738	met56559	L-Carnitine	HMDB0000062	Endogenous	Organic nitrogen compounds	Cytoplasm|Extracellular|Mitochondria|Endoplasmic reticulum|Peroxisome	161.10519335	C7H15NO3
m/z=162.147927714	met68548	1,3-Diisopropylbenzene	HMDB0013806	Endogenous	Organic compounds	Membrane (predicted from logP)	162.14085058	C12H18
m/z=162.147927714	met72781	Pregeijerene	HMDB0036759	Endogenous|Food	Organic compounds	Extracellular|Membrane	162.14085058	C12H18
m/z=164.138637738	met59373	2,3-Diethyl-5,6-dimethylpyrazine	HMDB0039980	Food	Organoheterocyclic compounds	Membrane	164.13134852	C10H16N2
m/z=164.138637738	met27418	2,5-Diethyl-3,6-dimethylpyrazine	HMDB0039979	Food	Organoheterocyclic compounds	Membrane	164.13134852	C10H16N2
m/z=164.138637738	met70701	Trimethylpropylpyrazine	HMDB0040001	Food	Organic compounds	Cytoplasm|Extracellular	164.13134852	C10H16N2
m/z=164.138637738	met44254	2,6-Diethyl-3,5-dimethylpyrazine	HMDB0039981	Food	Organoheterocyclic compounds	Membrane	164.13134852	C10H16N2
m/z=166.075353601	met47191	1,3,11-Tridecatriene-5,7,9-triyne	HMDB0034294	Food	Hydrocarbons	Membrane	166.07825032	C13H10
m/z=166.075353601	met38939	(3E,5Z)-1,3,5-Tridecatriene-7,9,11-triyne	HMDB0039104	Food	Organic compounds	Membrane	166.07825032	C13H10
m/z=166.075353601	met32820	3-(4-Methyl-3-pentenyl)thiophene	HMDB0038183	Food	Organic compounds	Membrane	166.08162114	C10H14S
m/z=166.075353601	met64412	1-Deoxy-D-glucitol	HMDB0041500	Food	Organic compounds	Cytoplasm|Extracellular	166.08412356	C6H14O5
m/z=166.070255748	met56922	Ethyl salicylate	HMDB0029817	Endogenous|Food	Organic compounds	Membrane	166.06299419	C9H10O3
m/z=166.070255748	met73100	Ipomeanine	HMDB0034243	Food|Toxin	Organooxygen compounds	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met34924	4-Hydroxyphenyl-2-propionic acid	HMDB0041683	Food	Organic compounds	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met38939	(3E,5Z)-1,3,5-Tridecatriene-7,9,11-triyne	HMDB0039104	Food	Organic compounds	Membrane	166.07825032	C13H10
m/z=166.070255748	met58876	3-Hydroxy-1-(4-hydroxyphenyl)-1-propanone	HMDB0040645	Food	Organic compounds	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met68378	Desaminotyrosine	HMDB0002199	Drug metabolite|Endogenous|Microbial	Organic compounds	Cytoplasm	166.06299419	C9H10O3
m/z=166.070255748	met16136	D-Phenyllactic acid	HMDB0000563	Endogenous	Phenylpropanoids and polyketides	Cytoplasm	166.06299419	C9H10O3
m/z=166.070255748	met38488	4-Methoxyphenylacetic acid	HMDB0002072	Endogenous	Organic compounds	NULL	166.06299419	C9H10O3
m/z=166.070255748	met20213	4-Methoxybenzyl formate	HMDB0034993	Food	Organic compounds	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met64568	Ethylparaben	HMDB0032573	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met73729	Phenyllactic acid	HMDB0000779	Endogenous|Microbial	Organic compounds	NULL	166.06299419	C9H10O3
m/z=166.070255748	met25196	Methyl 2-methoxybenzoate	HMDB0032605	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met64505	3-(2-Hydroxyphenyl)propanoic acid	HMDB0033752	Food	Phenylpropanoids and polyketides	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met47191	1,3,11-Tridecatriene-5,7,9-triyne	HMDB0034294	Food	Hydrocarbons	Membrane	166.07825032	C13H10
m/z=166.070255748	met70121	3,4-Dimethoxybenzaldehyde	HMDB0032138	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met66263	3,4-Dihydroxyphenylacetone	HMDB0031132	Drug metabolite|Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met1158	L-3-Phenyllactic acid	HMDB0000748	Endogenous	Organic compounds	NULL	166.06299419	C9H10O3
m/z=166.070255748	met39251	Ethyl vanillin	HMDB0029665	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met39536	Ethyl 2-furanacrylate	HMDB0041611	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	166.06299418	C9H10O3
m/z=166.070255748	met5444	Homovanillin	HMDB0005175	Endogenous	Organic compounds	Cytoplasm	166.06299419	C9H10O3
m/z=166.070255748	met18777	Methyl 4-methoxybenzoate	HMDB0032639	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.070255748	met38521	Guaicyl acetate	HMDB0032030	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	166.06299419	C9H10O3
m/z=166.117820494	met28352	3-Isopropyl-2-methoxy-5-methylpyrazine	HMDB0029742	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	166.11061308	C9H14N2O
m/z=166.117820494	met40187	2-Methoxy-3-(2-methylpropyl)pyrazine	HMDB0031860	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	166.11061308	C9H14N2O
m/z=166.117820494	met57997	2-Methoxy-3-(1-methylpropyl)pyrazine	HMDB0032933	Food	Organic compounds	Cytoplasm|Extracellular	166.11061308	C9H14N2O
m/z=167.065482999	met34014	Pyridoxal	HMDB0001545	Endogenous	Organic compounds	Cytoplasm|Extracellular	167.05824316	C8H9NO3
m/z=167.065482999	met66517	3alpha,4,5,7alpha-Tetrahydro-5-hydroxy-1H-isoindole-1,3(2H)-dione	HMDB0034887	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	167.05824316	C8H9NO3
m/z=167.065482999	met69624	Isopyridoxal	HMDB0004290	Endogenous	Organic compounds	NULL	167.05824316	C8H9NO3
m/z=167.065482999	met71883	(S)-Spinacine	HMDB0029873	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	167.06947655	C7H9N3O2
m/z=167.065482999	met67649	3alpha,4,7,7alpha-Tetrahydro-4-hydroxy-1H-isoindole-1,3(2H)-dione	HMDB0034889	Food	Organic compounds	Cytoplasm|Extracellular	167.05824316	C8H9NO3
m/z=168.068837661	met57882	2,6-Dimethoxy-4-methylphenol	HMDB0029680	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	168.07864425	C9H12O3
m/z=168.068837661	met38637	4-Ipomeanol	HMDB0030472	Endogenous|Food	Organic oxygen compounds	Cytoplasm|Extracellular	168.07864425	C9H12O3
m/z=168.068837661	met11058	Beta-Carboline	HMDB0012897	Endogenous	Organoheterocyclic compounds	NULL	168.06874827	C11H8N2
m/z=168.068837661	met50805	Epoxyoxophorone	HMDB0032252	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	168.07864425	C9H12O3
m/z=168.068837661	met20271	(4-Hydroxy-3-methoxyphenyl)ethanol	HMDB0038925	Food	Benzenoids	Cytoplasm|Extracellular	168.07864425	C9H12O3
m/z=168.068837661	met63020	1-Ipomeanol	HMDB0030473	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	168.07864425	C9H12O3
m/z=168.068837661	met8973	Ethyl 2-furanpropionate	HMDB0032921	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	168.07864425	C9H12O3
m/z=168.068837661	met43978	2-Furanylmethyl butanoate	HMDB0037729	Food	Organic compounds	Cytoplasm|Extracellular	168.07864425	C9H12O3
m/z=171.060238583	met39670	Tetrahydrodipicolinate	HMDB0012289	Endogenous	Organic compounds	NULL	171.05315778	C7H9NO4
m/z=171.057172556	met39670	Tetrahydrodipicolinate	HMDB0012289	Endogenous	Organic compounds	NULL	171.05315778	C7H9NO4
m/z=172.10005383	met24321	Butyl 3-hydroxy-2-methylidenebutanoate	HMDB0040202	Food	Organic compounds	Cytoplasm|Extracellular	172.10994438	C9H16O3
m/z=172.10005383	met8473	3-Methylbutyl 3-oxobutanoate	HMDB0036396	Food	Organic acids and derivatives	NULL	172.10994438	C9H16O3
m/z=172.10005383	met15314	Tetrahydrofurfuryl butyrate	HMDB0036188	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	172.10994438	C9H16O3
m/z=172.10005383	met49466	cis-3-Hexenyl lactate	HMDB0036213	Food	Organic compounds	Cytoplasm|Extracellular	172.10994438	C9H16O3
m/z=172.10005383	met4533	2-Methylpropyl 3-hydroxy-2-methylidenebutanoate	HMDB0040203	Food	Organic compounds	Cytoplasm|Extracellular	172.10994438	C9H16O3
m/z=172.10005383	met9113	Allyl thiohexanoate	HMDB0039467	Food	Lipids and lipid-like molecules	Membrane	172.09218582	C9H16OS
m/z=172.10005383	met7675	1,2,3,4-Tetrahydro-beta-carboline	HMDB0012488	Endogenous	Organic compounds	NULL	172.10004839	C11H12N2
m/z=172.10005383	met66906	Butyl levulinate	HMDB0040165	Food	Organic compounds	Cytoplasm|Extracellular	172.10994438	C9H16O3
m/z=172.10005383	met25602	S-(3-Methyl-2-butenyl) 2-methylpropanethioate	HMDB0031699	Endogenous|Food	Organic compounds	Membrane	172.09218582	C9H16OS
m/z=174.148054607	met25158	Butyrylcholine	HMDB0013223	Endogenous	Organic compounds	NULL	174.14940389	C9H20NO2
m/z=174.148054607	met31019	5,7alpha-Dihydro-1,4,4,7a-tetramethyl-4H-indene	HMDB0036683	Endogenous|Food	Hydrocarbons	Extracellular|Membrane	174.14085058	C13H18
m/z=174.148054607	met36921	(2S,4R,5S)-Muscarine	HMDB0029936	Endogenous|Food	Organic oxygen compounds	Cytoplasm|Extracellular	174.14940389	C9H20NO2
m/z=176.163684758	met46484	(6E,8E)-4,6,8-Megastigmatriene	HMDB0035180	Endogenous|Food	Organic compounds	Extracellular|Membrane	176.15650064	C13H20
m/z=177.086310328	met16808	5-Hydroxytryptophol	HMDB0001855	Endogenous	Organic compounds	NULL	177.0789786	C10H11NO2
m/z=177.086310328	met67090	Plantagonine	HMDB0033482	Food	Organic compounds	Cytoplasm|Extracellular	177.0789786	C10H11NO2
m/z=177.086310328	met13369	1,2-Dehydrosalsolinol	HMDB0012490	Endogenous	Organic compounds	NULL	177.0789786	C10H11NO2
m/z=177.086310328	met1259	5-[2H-Pyrrol-4-(3H)-ylidenemethyl]-2-furanmethanol	HMDB0040045	Food	Organic compounds	Cytoplasm|Extracellular	177.0789786	C10H11NO2
m/z=177.086310328	met60931	2-Propenyl 2-aminobenzoate	HMDB0037693	Food	Organic compounds	Cytoplasm|Extracellular	177.0789786	C10H11NO2
m/z=179.087958658	met11842	Fructosamine	HMDB0002030	Endogenous	Organic compounds	NULL	179.07937253	C6H13NO5
m/z=179.087958658	met23504	Salsolinol	HMDB0042012	Endogenous	Organic compounds	NULL	179.09462866	C10H13NO2
m/z=179.087958658	met30353	Maltoxazine	HMDB0030372	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	179.09462866	C10H13NO2
m/z=179.087958658	met43474	7-Aminomethyl-7-carbaguanine	HMDB0011690	Endogenous	Organic compounds	NULL	179.08070993	C7H9N5O
m/z=179.087958658	met6195	beta-D-Glucosamine	HMDB0030091	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	179.07937253	C6H13NO5
m/z=179.087958658	met14579	2,3-Dihydro-5-(3-hydroxypropanoyl)-1H-pyrrolizine	HMDB0040021	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	179.09462866	C10H13NO2
m/z=179.087958658	met10279	Ethyl N-methylanthranilate	HMDB0033763	Food	Benzenoids	Cytoplasm|Extracellular	179.09462866	C10H13NO2
m/z=179.087958658	met29072	3,5-Dimethylphenyl methylcarbamate	HMDB0031811	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	179.09462866	C10H13NO2
m/z=179.087958658	met25789	(R)-Salsolinol	HMDB0005199	Endogenous	Organic compounds	NULL	179.09462866	C10H13NO2
m/z=179.087958658	met18737	1,2,3,4,5,6-Hexahydro-5-(1-hydroxyethylidene)-7H-cyclopenta[b]pyridin-7-one	HMDB0039655	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	179.09462866	C10H13NO2
m/z=179.087958658	met27315	Glucosamine	HMDB0001514	Drug|Endogenous|Food	Organic oxygen compounds	Cytoplasm|Extracellular|Membrane	179.07937253	C6H13NO5
m/z=179.087958658	met34483	2(N)-Methyl-norsalsolinol	HMDB0001189	Endogenous	Organic compounds	NULL	179.09462866	C10H13NO2
m/z=180.122225109	met49426	Jasmolone	HMDB0030039	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	180.11502976	C11H16O2
m/z=180.122225109	met2095	2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]nona-3,8-diene	HMDB0030007	Endogenous|Food	Organic compounds	Membrane	180.11502976	C11H16O2
m/z=180.122225109	met40740	Norecasantalic acid	HMDB0036817	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	180.11502976	C11H16O2
m/z=180.122225109	met7154	Bovolide	HMDB0039159	Food	Organic compounds	Membrane	180.11502976	C11H16O2
m/z=180.122225109	met42281	4-(Butoxymethyl)phenol	HMDB0039957	Food	Organic compounds	Membrane	180.11502976	C11H16O2
m/z=180.122225109	met57627	Dihydroactinidiolide	HMDB0035240	Food	Organic compounds	Membrane	180.11502976	C11H16O2
m/z=180.122225109	met35637	(+)-Myrtenyl formate	HMDB0036669	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	180.11502976	C11H16O2
m/z=180.122225109	met13106	2-Phenylpropionaldehyde dimethyl acetal	HMDB0032468	Food	Benzenoids	Cytoplasm|Extracellular	180.11502976	C11H16O2
m/z=185.076100441	met56509	4-Hydroxydiphenylamine	HMDB0032597	Endogenous|Food	Benzenoids	Membrane	185.08406398	C12H11NO
m/z=185.076100441	met14271	(S)-N-(4,5-Dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)alanine	HMDB0034912	Food	Organic compounds	Cytoplasm|Extracellular	185.08004123	C7H11N3O3
m/z=185.076100441	met50038	2-(1-Naphthyl)acetamide	HMDB0032710	Food	Benzenoids	Cytoplasm|Extracellular	185.08406398	C12H11NO
m/z=186.079353829	met25064	5-Butyltetrahydro-2-oxo-3-furancarboxylic acid	HMDB0030992	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	186.08920894	C9H14O4
m/z=186.079353829	met26696	1-Methoxy-1H-indole-3-acetonitrile	HMDB0040973	Food	Organic compounds	Membrane	186.07931295	C11H10N2O
m/z=186.079353829	met63413	5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid	HMDB0030988	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	186.08920894	C9H14O4
m/z=186.107548618	met26915	1,2,3,4-Tetrahydro-2-methyl-b-carboline	HMDB0029836	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	186.11569846	C12H14N2
m/z=186.107548618	met64424	cis- and trans-L-Mercapto-p-menthan-3-one	HMDB0032205	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	186.10783589	C10H18OS
m/z=186.107548618	met30019	1-Phenyl-5-propyl-1H-pyrazole	HMDB0037144	Food	Organic compounds	Membrane	186.11569846	C12H14N2
m/z=186.107548618	met51264	(all-E)-3,5,7-Tridecatriene-9,11-diyn-1-ol	HMDB0038526	Endogenous|Food	Organic compounds	Extracellular|Membrane	186.10446507	C13H14O
